transaction_date|customer_code|product_description|invoice_no
20150329|59808|X08-2149:PURPLE:NA|2087-101-1015206-2015-03-29
20150329|59808|A2528-1:BLACK:39|2087-101-1015206-2015-03-29
20150329|59808|BSSGSP1201:DARK BLUE:L|2087-101-1015206-2015-03-29
20150329|59808|23690:CAMEL:40|2087-101-1015206-2015-03-29
20150329|26636|ST-WSHT-29:WHITE:5-6 Y|2088-101-1015436-2015-03-29
20150329|26636|4459:GOLD:38|2088-101-1015436-2015-03-29
20150329|32337|MED8035:BLACK:NA|2088-101-1015438-2015-03-29
20150329|32337|SH-JKT-B1Y:NAVY:2-3 Y|2088-101-1015438-2015-03-29
20150329|32337|FDRWI1002CD:MELANGE:L|2088-101-1015438-2015-03-29
20150329|68683|PE-SPSA-03:RED:2-3 Y|2088-101-1015439-2015-03-29
20150329|68683|W11SBBCP29:LIME GREEN:13-14 Y|2088-101-1015439-2015-03-29
20150329|68683|LEPA1006SF:DARK BLUE:44|2088-101-1015439-2015-03-29
20150329|16385|OR-03:IVORY:L14|2088-101-1015449-2015-03-29
20150329|16385|SS-8123704:BLACK:4|2088-101-1015449-2015-03-29
20150329|16385|WIW-11:DARK BROWN:1432|2088-101-1015449-2015-03-29
20150329|69815|RCCFPA1103CD:VIOLET:XL|2088-101-1015456-2015-03-29
20150329|69815|PE-HSM-09:RED:3-4 Y|2088-101-1015456-2015-03-29
20150329|69815|OCWIBOD9BZ:MID BLUE:9-10 Y|2088-101-1015456-2015-03-29
20150329|6265|PENAF15:INK:5-6 Y|2088-101-1015474-2015-03-29
20150329|6265|SP-CCP-05:FUCHSIA:M12|2088-101-1015474-2015-03-29
20150329|13842|SASLSM1102CD:LAVENDER:L|2088-101-1015492-2015-03-29
20150329|48300|AD-WSSHT09:MULTI:3-4 Y|2089-105-1055649-2015-03-29
20150329|77972|GCPA11JEG2:MID BLUE:1634|2089-105-1055659-2015-03-29
20150329|77972|11925:BLACK:44|2089-105-1055659-2015-03-29
20150329|77972|SOC-09:MINK:S10|2089-105-1055659-2015-03-29
20150329|14335|OF-SWT10GY:FUCHSIA:7-8 Y|2089-105-1055678-2015-03-29
20150329|14335|SKWI111SP:NAVY:M|2089-105-1055678-2015-03-29
20150329|576|JHBO42BY:BEIGE:3-4 Y|2089-105-1055700-2015-03-29
20150329|65530|BELO-12:ROSE PINK:1432|2089-107-1076993-2015-03-29
20150329|83405|PAWSW01YBD:CRIMSON:3-4 Y|2089-107-1076998-2015-03-29
20150329|39958|WIW-12:LIGHT GREY:826|2089-107-1077000-2015-03-29
20150329|39958|WNF-03:MELANGE:XL16|2089-107-1077000-2015-03-29
20150329|39958|NTFTSP1107:NAVY:32|2089-107-1077000-2015-03-29
20150329|53971|NF-MC03BX:WHITE:12-18 M|2089-107-1077048-2015-03-29
20150329|81506|FSGWI1102CD:BLACK:S|2089-107-1077051-2015-03-29
20150329|81506|PABSW02-BD:RUSTCORAL:9-10 Y|2089-107-1077051-2015-03-29
20150329|15762|ABCSWI1107:GREY:L|2089-107-1077073-2015-03-29
20150329|15762|PE-TS02:MID BLUE:5-6 Y|2089-107-1077073-2015-03-29
20150329|15762|PE-OBL-02:IVORY:7-8 Y|2089-107-1077073-2015-03-29
20150329|15762|SPRT-15:VIOLET:M12|2089-107-1077073-2015-03-29
20150329|15762|ET-WWT8Y:MULTI:5-6 Y|2089-107-1077073-2015-03-29
20150329|15762|WSHT-05:MIXED (2 CLR):3-4 Y|2089-107-1077073-2015-03-29
20150329|15762|NC-SWR05GY:OLIVE GREEN:2-3 Y|2089-107-1077073-2015-03-29
20150329|15762|AM 28455:NAVY:42|2089-107-1077073-2015-03-29
20150329|15762|W11RGVID6:BLUSH:8-9 Y|2089-107-1077073-2015-03-29
20150329|15762|ET-WT-12Y:GREEN:7-8 Y|2089-107-1077073-2015-03-29
20150329|15762|SEEWI1010CD:NAVY:S|2089-107-1077073-2015-03-29
20150329|15762|MCTPA1108:BLACK:36|2089-107-1077073-2015-03-29
20150329|15762|P11EICAT2:MULTI:8-9 Y|2089-107-1077073-2015-03-29
20150329|51460|GC-W11JEGA:LIGHT BLUE:L14|2089-102-1029215-2015-03-29
20150329|89190|CHB-49  SS12:MULTI:NA|2089-104-1049650-2015-03-29
20150329|89190|FR-4012:CREAM:37|2089-104-1049650-2015-03-29
20150329|89190|BD-SPRK-05:MAGENTA:7-8 Y|2089-104-1049650-2015-03-29
20150329|89190|W11SBRW01:DARK BLUE:13-14 Y|2089-104-1049650-2015-03-29
20150329|89190|BG-05:VIOLET:M12|2089-104-1049650-2015-03-29
20150329|93241|BSCYAS1002:FUCHSIA:L|2091-102-1029815-2015-03-29
20150329|47168|FCSTSP1209:EMERALD:XL|2091-102-1029830-2015-03-29
20150329|47168|KFWI1102CD:MID BLUE:28|2091-102-1029830-2015-03-29
20150329|61426|SIKWI1015CD:WHITE:XL|2091-102-1029831-2015-03-29
20150329|61426|WNFT01GYGI:YELLOW:7-8 Y|2091-102-1029831-2015-03-29
20150329|61426|LWBOD2Z:DARK BLUE:8-9 Y|2091-102-1029831-2015-03-29
20150329|61426|PIWI1106CD:DARK BLUE:36|2091-102-1029831-2015-03-29
20150329|61426|Boot-1:BLACK:41|2091-102-1029831-2015-03-29
20150329|89033|BAS-413:IVORY:2L18|2091-102-1029900-2015-03-29
20150329|89033|CG 2022:TAN:NA|2091-102-1029900-2015-03-29
20150329|31527|MCWSWI1101:INDIGO:32|2091-101-1011723-2015-03-29
20150329|37089|RE-52530:MULTI:NA|2092-102-1027612-2015-03-29
20150329|37089|NISP1204CD:MID BLUE:34|2092-102-1027612-2015-03-29
20150329|62816|W-MAH-02:DUSTYSALMON PINK:S10|2092-102-1027622-2015-03-29
20150329|10387|PJ-274:LIGHT BLUE:38|2092-102-1027642-2015-03-29
20150329|92484|SPBT34-GI:CRIMSON:5-6 Y|2092-102-1027644-2015-03-29
20150329|92484|45083:LIGHT BLUE:38|2092-102-1027644-2015-03-29
20150329|92484|TGL-05:TURQUOISE:S10|2092-102-1027644-2015-03-29
20150329|92484|P11MADIP10:BLACK:9-10 Y|2092-102-1027644-2015-03-29
20150329|92484|FUN-24:RED:L14|2092-102-1027644-2015-03-29
20150329|92484|MCTPA1101:IVORY:34|2092-102-1027644-2015-03-29
20150329|92484|VLSPGI12GY:MIXED (2 CLR):2-3 Y|2092-102-1027644-2015-03-29
20150329|92484|SPBT07GXMF:GREEN:12-18 M|2092-102-1027644-2015-03-29
20150329|42123|SMBSC41-GI:NAVY:11-12 Y|2092-103-1039725-2015-03-29
20150329|42123|KGD08717:BLACK:29|2092-103-1039725-2015-03-29
20150329|42123|MCTPA1104:NAVY:34|2092-103-1039725-2015-03-29
20150329|42123|RAD-08:EMERALD:XS8|2092-103-1039725-2015-03-29
20150329|42123|FSGWI1101CD:MID BLUE:L|2092-103-1039725-2015-03-29
20150329|42123|W11LF3055:TURQUOISE:38B|2092-103-1039725-2015-03-29
20150329|42123|BD-SL01:YELLOW:2-3 Y|2092-103-1039725-2015-03-29
20150329|42123|HLL-39-2306:KHAKI:6-12 M|2092-103-1039725-2015-03-29
20150329|23764|ACPAGI35GX:BABY PINK:12-18 M|2092-103-1039734-2015-03-29
20150329|12092|FD-03:WHITE:M12|2092-103-1039737-2015-03-29
20150329|12092|MCWSWI1101:OLIVE GREEN:34|2092-103-1039737-2015-03-29
20150329|13567|1890:RED:21|2092-103-1039738-2015-03-29
20150329|69146|SC24794BEE CUSHION:RED:NA|2092-103-1039752-2015-03-29
20150329|69146|MA-WIN-JEG:BROWN:XS8|2092-103-1039752-2015-03-29
20150329|69146|JYWI1114FT:LIGHT BLUE:NA|2092-103-1039752-2015-03-29
20150329|75613|4755:BROWN:41|2093-101-1012030-2015-03-29
20150329|75323|PJ-274:BLACK:38|2093-101-1012036-2015-03-29
20150329|74372|TX17053:PURPLE:40|2093-101-1012041-2015-03-29
20150329|74372|HY251:ROSE PINK:31|2093-101-1012041-2015-03-29
20150329|74372|29815:LIGHT BLUE:40|2093-101-1012041-2015-03-29
20150329|74372|GECSWI1106:RED:S|2093-101-1012041-2015-03-29
20150329|74372|NF-HAS7BX:CRIMSON:18-24 M|2093-101-1012041-2015-03-29
20150329|74372|PE-HME-02:GREY:7-8 Y|2093-101-1012041-2015-03-29
20150329|74372|OCSPFD17BY:GREY:7-8 Y|2093-101-1012041-2015-03-29
20150329|74372|H15620:BROWN:36|2093-101-1012041-2015-03-29
20150329|74372|GI-WBCP-39:LIGHT GREEN:5-6 Y|2093-101-1012041-2015-03-29
20150329|74372|SW-PJKT2GX:IVORY:12-18 M|2093-101-1012041-2015-03-29
20150329|74372|OCWDNW10GZ:MID BLUE:9-10 Y|2093-101-1012041-2015-03-29
20150329|74372|PE-VL06BX:WHITE:12-18 M|2093-101-1012041-2015-03-29
20150329|74372|PAWSW01YBD:CRIMSON:3-4 Y|2093-101-1012041-2015-03-29
20150329|74372|SMLG52GYGI:ROSE PINK:2-3 Y|2093-101-1012041-2015-03-29
20150329|74372|SB-01:FLAMINGO:S10|2093-101-1012045-2015-03-29
20150329|57604|TWS-12:GREY:1028|2093-101-1012051-2015-03-29
20150329|57604|Merino V-neck Pullover Sweater|2093-101-1012051-2015-03-29
20150329|57604|GRSU1112FS:BLACK:36|2093-101-1012051-2015-03-29
20150329|31271|DCSS1108SF:DARK GREEN:40|2093-101-1012058-2015-03-29
20150329|17255|NF-SPBL-04:NAVY:3-4 Y|2093-101-1012073-2015-03-29
20150329|17255|BAHPA1101:GREEN:XXL|2093-101-1012073-2015-03-29
20150329|81963|DDCSPA1105:GREEN:M|2093-101-1012075-2015-03-29
20150329|68013|WOM-23A:CHARCOAL:826|2093-101-1012089-2015-03-29
20150329|68013|DE-WSHT18:MULTI:3-4 Y|2093-101-1012089-2015-03-29
20150329|73430|2770:BLACK:38|2093-101-1012092-2015-03-29
20150329|77270|AFBTWI1122:RED:XL|2093-101-1012094-2015-03-29
20150329|76237|W11LTWT-12:MID BLUE:M12|2093-101-1012096-2015-03-29
20150329|86915|GGCAP-1:LIGHT BLUE:1028|2093-101-1012105-2015-03-29
20150329|36426|FB-FFB-09:MIXED (2 CLR):2-3 Y|2093-101-1012108-2015-03-29
20150329|36426|WIDAVIDSOL:EMERALD:XL16|2093-101-1012108-2015-03-29
20150329|15239|PACCP-18:BLACK:XL16|2093-101-1012119-2015-03-29
20150329|15239|LB-SPST7BX:NAVY:12-18 M|2093-101-1012119-2015-03-29
20150329|15239|YKJHWI1102:OLIVE GREEN:M|2093-101-1012119-2015-03-29
20150329|15239|FCWIBT19BX:TEAL:18-24 M|2093-101-1012119-2015-03-29
20150329|15239|CAFCWI1004:OLIVE GREEN:XXL|2093-101-1012119-2015-03-29
20150329|15239|WIBT28BXKK:RED:18-24 M|2093-101-1012119-2015-03-29
20150329|15239|CABOSP1222:GREEN:M|2093-101-1012119-2015-03-29
20150329|92539|NFFRT06:YELLOW:3-4 Y|2093-102-1023286-2015-03-29
20150329|11740|SPBT23GYSK:MAGENTA:3-4 Y|2093-102-1023290-2015-03-29
20150329|11740|KESU1117CD:OLIVE GREEN:32|2093-102-1023290-2015-03-29
20150329|39731|W11LF3045:BLUSH:12|2093-102-1023296-2015-03-29
20150329|20101|VNAUT-07:TERACOTTA:S10|2095-101-1019094-2015-03-29
20150329|20101|BSVSAS1106:NAVY:XL|2095-101-1019094-2015-03-29
20150329|20101|CATSP12-02:WHITE:S10|2095-101-1019094-2015-03-29
20150329|20101|SASLSM1102CD:LAVENDER:L|2095-101-1019094-2015-03-29
20150329|20101|CALESP1102:BROWN:M|2095-101-1019094-2015-03-29
20150329|20101|8338:BROWN:39|2095-101-1019094-2015-03-29
20150329|20101|WOM-19:BLACK:1432|2095-101-1019094-2015-03-29
20150329|20101|PE-OBL-03:ROSE PINK:7-8 Y|2095-101-1019094-2015-03-29
20150329|20101|PABT10GY-SK:ROSE PINK:7-8 Y|2095-101-1019094-2015-03-29
20150329|20101|NF-RSF-03:IVORY:3-4 Y|2095-101-1019094-2015-03-29
20150329|20101|JJ-GRG-01:BLUSH:2-3 Y|2095-101-1019094-2015-03-29
20150329|20101|WI11MDWT17:AQUA:XL16|2095-101-1019094-2015-03-29
20150329|20101|SW02BZ-BD:IVORY:8-9 Y|2095-101-1019094-2015-03-29
20150329|96099|PIWI1104CD:MID BLUE:38|2096-102-1027636-2015-03-29
20150329|96099|GC-W11-1SK:MID BLUE:826|2096-102-1027636-2015-03-29
20150329|96099|YO-9-1049:BEIGE:6|2096-102-1027636-2015-03-29
20150329|96099|CADDPA1101:VIOLET:M|2096-102-1027636-2015-03-29
20150329|96099|F18300916:BLACK:40|2096-102-1027636-2015-03-29
20150329|42440|CHWI111SP:MID BLUE:S|2096-101-1017210-2015-03-29
20150329|64063|SS-IDF-02:INDIGO:3-4 Y|2097-102-1025373-2015-03-29
20150329|79261|PABSC-25:INK:7-8 Y|2097-102-1025388-2015-03-29
20150329|79261|PA-YCP-05:MELANGE:XS8|2097-102-1025388-2015-03-29
20150329|79261|OCDNW115GZ:DARK BLUE:11-12 Y|2097-102-1025388-2015-03-29
20150329|79261|BCVAS111A1:MULTI:L|2097-102-1025388-2015-03-29
20150329|13564|BSCSWI1105:VIOLET:XXL|2097-102-1025391-2015-03-29
20150329|13564|PE-HME-06:CREAM:7-8 Y|2097-102-1025391-2015-03-29
20150329|13564|WBD111GYKG:MID BLUE:5-6 Y|2097-102-1025391-2015-03-29
20150329|13564|SL-UG03:INK:2-3 Y|2097-102-1025391-2015-03-29
20150329|13564|SC24527-FISH:MULTI:NA|2097-102-1025391-2015-03-29
20150329|13564| BD-SPRN-07:MELANGE:7-8 Y|2097-102-1025393-2015-03-29
20150329|92712|S12YFBDZ07:WHITE:14Y|2097-102-1025405-2015-03-29
20150329|92712|WNBT02GYSK:FUCHSIA:3-4 Y|2097-102-1025405-2015-03-29
20150329|93386|WIN CAT-07:MID BLUE:M12|2097-102-1025443-2015-03-29
20150329|93386|BCPWIF1101:MID BLUE:XL|2097-102-1025443-2015-03-29
20150329|93386|PABSC-11:BLUSH:5-6 Y|2097-102-1025443-2015-03-29
20150329|93386|AFBTWI1106:YELLOW:L|2097-102-1025443-2015-03-29
20150329|21474|FB-IDF-06:MULTI:7-8 Y|2097-103-1039296-2015-03-29
20150329|21474|KEPA1110CD:DARK BLUE:28|2097-103-1039296-2015-03-29
20150329|21474|DDCSPA1101:NAVY:M|2097-103-1039296-2015-03-29
20150329|21474|SM AUGUST SOL:DUSTYSALMON PINK:XL16|2097-103-1039296-2015-03-29
20150329|21474|45083:ROSE PINK:37|2097-103-1039296-2015-03-29
20150329|47973|GIBWI1040:BURGUNDY:XL|2097-101-1015330-2015-03-29
20150329|47973|CCK-03:RUSTCORAL:L14|2097-101-1015330-2015-03-29
20150329|47973|KF-27125:BEIGE:41|2097-101-1015330-2015-03-29
20150329|47973|GI-WBCP-37:LIGHT GREEN:5-6 Y|2097-101-1015330-2015-03-29
20150329|47973|CADDWI1102:GREY:XL|2097-101-1015330-2015-03-29
20150329|39186|GCAW11JEG1:BLACK:2L18|2099-102-1022991-2015-03-29
20150329|39186|AFBTWI1123:NAVY:M|2099-102-1022991-2015-03-29
20150329|67486|SMLG32GXGI:DUSTYSALMON PINK:12-18 M|2099-102-1023000-2015-03-29
20150329|67486|RAD-02:BLACK:XS8|2099-102-1023000-2015-03-29
20150329|86614|GECSWI1106:BEIGE:XL|2099-102-1023013-2015-03-29
20150329|43199|SPYCP-22:OPAL:L14|2099-102-1023023-2015-03-29
20150329|32846|VR-SA3Y:MID BLUE:7-8 Y|2099-102-1023024-2015-03-29
20150329|17217|GI-PABS 72:MAROON:7-8 Y|2099-102-1023035-2015-03-29
20150329|39186|SP12-0B-05:RUSTCORAL:XS8|2099-101-1013482-2015-03-29
20150329|13805|PISP1205CD:DARK BLUE:36|2099-101-1013503-2015-03-29
20150329|13805|AIWI1017SP:NAVY:S|2099-101-1013503-2015-03-29
20150329|13805|BAS-507:CHARCOAL:M12|2099-101-1013503-2015-03-29
20150329|13805|LD-BJL-250:PURPLE:40|2099-101-1013503-2015-03-29
20150329|38221|AT-YCP-02:BLACK:XL16|2099-103-1032095-2015-03-29
20150329|38221|GC-4SK:DARK BLUE:826|2099-103-1032095-2015-03-29
20150329|10804|NF-WDM-07:INK:3-4 Y|2099-103-1032097-2015-03-29
20150329|10804|RB44948A:GOLD:NA|2099-103-1032097-2015-03-29
20150329|10804|ALGOL-T:GREEN:XS8|2099-103-1032097-2015-03-29
20150329|10804|SPPS2GY-GL:MELANGE:5-6 Y|2099-103-1032097-2015-03-29
20150329|10804|B0984(19-24):NAVY:6-12 M|2099-103-1032097-2015-03-29
20150329|10804|CCK-06:RUSTCORAL:2L18|2099-103-1032097-2015-03-29
20150329|10804|SS12CCP14:PANSY:L14|2099-103-1032097-2015-03-29
20150329|10804|C10257B-7:BLACK:34|2099-103-1032097-2015-03-29
20150329|10804|W11WBCP01:GREEN:8-9 Y|2099-103-1032097-2015-03-29
20150329|10804|SPC-04:IVORY:XS8|2099-103-1032097-2015-03-29
20150329|10804|FD-08:MELANGE:6|2099-103-1032097-2015-03-29
20150329|10804|H030513:WHITE:41|2099-103-1032097-2015-03-29
20150329|10804|BD-SC1GX:YELLOW:6-12 M|2099-103-1032097-2015-03-29
20150329|10804|LEPA112SFS:GREEN:44|2099-103-1032097-2015-03-29
20150329|10804|NF-PO06:NAVY:11-12 Y|2099-103-1032097-2015-03-29
20150329|13805|SG-05:GREEN:S10|2099-103-1032134-2015-03-29
20150329|13805|WIBT15BXGI:YELLOW:12-18 M|2099-103-1032134-2015-03-29
20150329|13805|H09100302A:MULTI:NA|2099-103-1032134-2015-03-29
20150329|13805|MX-SN-2:BROWN:40|2099-103-1032134-2015-03-29
20150329|13805|WI11-0B-02:WHITE:M12|2099-103-1032134-2015-03-29
20150329|13805|LD-BJL-250:PURPLE:40|2099-103-1032134-2015-03-29
20150329|3995|PCF-06:WHITE:XL16|2099-103-1032137-2015-03-29
20150329|61596|SKWI114SP:WHITE:L|2099-103-1032138-2015-03-29
20150329|61596|A-009:LIGHT BLUE:42|2099-103-1032138-2015-03-29
20150329|61596|NWSP1201:OLIVE GREEN:28|2099-103-1032138-2015-03-29
20150329|61596|SVGSP121SP:WHITE:XL|2099-103-1032138-2015-03-29
20150329|75463|SVWI111SP:MELANGE:XL|2099-104-1047801-2015-03-29
20150329|97988|CASLSP1217:VIOLET:S|2099-104-1047805-2015-03-29
20150329|97988|SPBD19BZDO:BLACK:11-12 Y|2099-104-1047805-2015-03-29
20150329|97988|SMBSC01-GI:RED:3-4 Y|2099-104-1047805-2015-03-29
20150329|97988|LCIBSS12:WHITE:XS|2099-104-1047805-2015-03-29
20150329|97988|Racer Back Maxi Dress|2099-104-1047805-2015-03-29
20150329|74623|OF-WSSHT14:MIXED (2 CLR):5-6 Y|2117-102-1028010-2015-03-29
20150329|74623|STND-12:TEAL:XS8|2117-102-1028010-2015-03-29
20150329|13622|QS9806:DARK GREY:33|2118-101-1014408-2015-03-29
20150329|13622|ACFSWI1104:GREY:39|2118-101-1014408-2015-03-29
20150329|13622|CRWI104SP:LIGHT GREY:S|2118-101-1014408-2015-03-29
20150329|13622|AE-FFB-12:YELLOW:7-8 Y|2118-101-1014408-2015-03-29
20150329|75203|BSPSAS1117:RUSTCORAL:S|2118-101-1014449-2015-03-29
20150329|547|YKWI111SP:MID BLUE:XL|2118-102-1021831-2015-03-29
20150329|80396|NIWI1104CD:DARK BLUE:32|2119-102-1021745-2015-03-29
20150329|80396|SPSW1GZ-FC:MULTI:11-12 Y|2119-102-1021745-2015-03-29
20150329|80396|BOLWIF1124:BLACK:L|2119-102-1021745-2015-03-29
20150329|80396|WNF-09:FUCHSIA:XS8|2119-102-1021745-2015-03-29
20150329|80396|8903265020689:MULTI:NA|2119-102-1021745-2015-03-29
20150329|80396|BTSAS111SP:BLACK:M|2119-102-1021745-2015-03-29
20150329|80396|GKCATD12GX:MID BLUE:18-24 M|2119-102-1021745-2015-03-29
20150329|80396|BOWI1108FR:LIGHT BLUE:42|2119-102-1021745-2015-03-29
20150329|80396|CALEPA1001:LIGHT BLUE:M|2119-102-1021745-2015-03-29
20150329|80396|SL-MF1GX:TURQUOISE:6-12 M|2119-102-1021745-2015-03-29
20150329|80396|KWPA113SP:GREEN:L|2119-102-1021745-2015-03-29
20150329|80396|GRWI1103FS:CHARCOAL:38|2119-102-1021745-2015-03-29
20150329|31653|GRSU114FS:CHARCOAL:28|2119-102-1021756-2015-03-29
20150329|31653|CHWI115SP:WHITE:L|2119-102-1021756-2015-03-29
20150329|31653|BSCSAS1107:WHITE:M|2119-102-1021756-2015-03-29
20150329|18101|AW-ID:BLACK:41|2119-102-1021757-2015-03-29
20150329|18101|2573:RED:NA|2119-102-1021757-2015-03-29
20150329|18101|LBSLSP1107CD:DUSTYSALMON PINK:L|2119-102-1021757-2015-03-29
20150329|18101|W10-L-213:LIGHT BLUE:NA|2119-102-1021757-2015-03-29
20150329|18101|GECSWI1106:CRIMSON:S|2119-102-1021757-2015-03-29
20150329|18101|NF-WTS-05:IVORY:7-8 Y|2119-102-1021757-2015-03-29
20150329|18101|HJW11-MB03:ROYAL BLUE:XS8|2119-102-1021757-2015-03-29
20150329|18101|SS11PO3-1:WHITE:FREE SIZE|2119-102-1021757-2015-03-29
20150329|18101|SHSPI201ND:GREY:36|2119-102-1021757-2015-03-29
20150329|18101|LCIBSS12:BEIGE:S|2119-102-1021757-2015-03-29
20150329|18101|HP-758:LIGHT GREY:L14|2119-102-1021757-2015-03-29
20150329|18101|W11LTWT100:BROWN:S10|2119-102-1021757-2015-03-29
20150329|18101|CALEPA1001:LIGHT BLUE:M|2119-102-1021757-2015-03-29
20150329|18101|PACCP-01:PURPLE:M12|2119-102-1021757-2015-03-29
20150329|18101|KT-SED-02:MAGENTA:5-6 Y|2119-102-1021757-2015-03-29
20150329|18101|BG-08:BLACK:M12|2119-102-1021757-2015-03-29
20150329|18101|SPRT-03:BLACK:L14|2119-102-1021757-2015-03-29
20150329|18101|SC-02:GREEN:S10|2119-102-1021757-2015-03-29
20150329|18101|WIBT15BXGI:YELLOW:12-18 M|2119-102-1021757-2015-03-29
20150329|18101|SPRT-03:BLACK:L14|2119-102-1021757-2015-03-29
20150329|18101|FB-TRF11GX:RED:12-18 M|2119-102-1021758-2015-03-29
20150329|86322|BSPSSP1201:MELANGE:L|2119-102-1021764-2015-03-29
20150329|6485|NB11GY209:FUCHSIA:37|2119-102-1021767-2015-03-29
20150329|6485|IERN50099X:BLACK:NA|2119-102-1021767-2015-03-29
20150329|6485|W11-YH2135-2:LIGHT BLUE:34|2119-102-1021767-2015-03-29
20150329|6485|PABT33GY-SK:GREEN:2-3 Y|2119-102-1021767-2015-03-29
20150329|6485|BSCSAS1108:ORANGE:M|2119-102-1021767-2015-03-29
20150329|6485|AE-FFB-03:WHITE:7-8 Y|2119-102-1021767-2015-03-29
20150329|6485|SL-SPSR02:TERACOTTA:3-4 Y|2119-102-1021767-2015-03-29
20150329|6485|ST-18ST:DARK BLUE:40907|2119-102-1021768-2015-03-29
20150329|6485|SL-SPSR02:TERACOTTA:3-4 Y|2119-102-1021768-2015-03-29
20150329|6332|CADDPA1125:BROWN:M|2119-102-1021774-2015-03-29
20150329|6332|SAP-SC-01:IVORY:L14|2119-102-1021775-2015-03-29
20150329|6715|DE-WSHT14:MIXED (2 CLR):7-8 Y|2119-102-1021777-2015-03-29
20150329|6715|BG-OBL-11:MID BLUE:5-6 Y|2119-102-1021777-2015-03-29
20150329|6715|W11LBSWT32:NAVY:9-10 Y|2119-102-1021777-2015-03-29
20150329|6715|W11AGDNW08:MID BLUE:8-9 Y|2119-102-1021777-2015-03-29
20150329|8336|NTFTSP1106:DARK BROWN:34|2119-102-1021780-2015-03-29
20150329|96629|AEGRT01:YELLOW:5-6 Y|2119-102-1021781-2015-03-29
20150329|96629|4089:BLACK:41|2119-102-1021781-2015-03-29
20150329|96629|WC-09:EMERALD:XS8|2119-102-1021781-2015-03-29
20150329|96629|MCWSWI1101:CHARCOAL:34|2119-102-1021781-2015-03-29
20150329|44972|3503:WHITE:NA|2119-102-1021785-2015-03-29
20150329|44972|C-029:ORANGE:6-9 M|2119-102-1021785-2015-03-29
20150329|44972|FR-5024:DARK BLUE:39|2119-102-1021785-2015-03-29
20150329|44972|BAS-515-S:BLACK:S10|2119-102-1021785-2015-03-29
20150329|44989|RHEA-T:IVORY:L14|2119-102-1021801-2015-03-29
20150329|44989|CGUSWI1003CD:DARK GREEN:XL|2119-102-1021801-2015-03-29
20150329|67678|WINY-18:CREAM:M12|2119-102-1021805-2015-03-29
20150329|67678|SP11-610Y:YELLOW:XS8|2119-102-1021805-2015-03-29
20150329|25047|SHSPBO11BY:NAVY:2-3 Y|2119-102-1021808-2015-03-29
20150329|25047|01065:LIGHT BLUE:21|2119-102-1021809-2015-03-29
20150329|76876|RP-04:ROSE PINK:S10|2119-102-1021811-2015-03-29
20150329|76876|MAL 37-5:TAN:36|2119-102-1021811-2015-03-29
20150329|26918|RG-08:RED:S10|2119-102-1021813-2015-03-29
20150329|26918|BOSU119FS:RED:40|2119-102-1021813-2015-03-29
20150329|26918|PACCP-04:IVORY:S10|2119-102-1021813-2015-03-29
20150329|26918|3057:MUSTARD BROWN:40|2119-102-1021813-2015-03-29
20150329|26918|W11SWT16GZ:BLACK:9-10 Y|2119-102-1021813-2015-03-29
20150329|85368|WNBT12GYSK:WHITE:7-8 Y|2119-102-1021814-2015-03-29
20150329|85368|W11JBCP12:MAROON:11-12 Y|2119-102-1021814-2015-03-29
20150329|28160|DJ-07:ROSE PINK:XL16|2119-102-1021826-2015-03-29
20150329|28160|LYRA-P:MAGENTA:S10|2119-102-1021826-2015-03-29
20150329|28160|W11YBSST26:GREEN:8-9 Y|2119-102-1021826-2015-03-29
20150329|28160|WNBT03GYSK:IVORY:7-8 Y|2119-102-1021826-2015-03-29
20150329|28160|MIPA1102ND:BEIGE:36|2119-102-1021826-2015-03-29
20150329|28160|BOLWIF1105:MID BLUE:XXL|2119-102-1021826-2015-03-29
20150329|28160|LB-SPSHT08:MIXED (2 CLR):3-4 Y|2119-102-1021826-2015-03-29
20150329|28160|WIW-10:GREY:S10|2119-102-1021826-2015-03-29
20150329|28160|DY447 TEENG:GREEN:NA|2119-102-1021826-2015-03-29
20150329|28160|W10-GRM 9057:WHITE:45|2119-102-1021826-2015-03-29
20150329|28160|VL-TEFST04:RED:7-8 Y|2119-102-1021826-2015-03-29
20150329|26486|KF27125M:DARK BROWN:41|2119-102-1021840-2015-03-29
20150329|87539|S12MFGLG02:MULTI:14Y|2119-102-1021852-2015-03-29
20150329|48631|BD-WGT-05:RED:3-4 Y|2119-102-1021872-2015-03-29
20150329|48631|KEWI1108CD:DARK BLUE:36|2119-102-1021872-2015-03-29
20150329|48631|JJ-GRG-05:WINE:7-8 Y|2119-102-1021872-2015-03-29
20150329|48631|BSPSWI1105:MID BLUE:M|2119-102-1021872-2015-03-29
20150329|48631|S12MAGGC03:YELLOW:9Y|2119-102-1021873-2015-03-29
20150329|48631|WBS 07-GI:INDIGO:9-10 Y|2119-102-1021873-2015-03-29
20150329|48631|TWS-13:NAVY:826|2119-102-1021873-2015-03-29
20150329|48631|HMBO-04R:RASPBERRY:M12|2119-102-1021873-2015-03-29
20150329|48631|C-027:ROSE PINK:3-6 M|2119-102-1021873-2015-03-29
20150329|48631|YDN-05:MIXED (2 CLR):7-8 Y|2119-102-1021873-2015-03-29
20150329|48631|BSPSWI1105:MID BLUE:M|2119-102-1021873-2015-03-29
20150329|66657|DDCSPA1101:NAVY:M|2119-102-1021881-2015-03-29
